page,name,variety,description
https://www.winemag.com/buying-guide/sula-2018-estate-bottled-sauvignon-blanc-nashik/,Highway 12 2018 Sauvignon Blanc (Sonoma County),Sauvignon Blanc,"This wine has aromas of pineapple and juniper berry. It feels good on the palate, offering flavors of grapefruit, pineapple, lemon sorbet and chopped parsley and a bright finish. "
https://www.winemag.com/buying-guide/kingston-family-2018-cariblanco-sauvignon-blanc-casablanca-valley/,Pope Valley Winery 2018 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"Green pyrazine aromas are offset by milder and fruitier notes of green apple and citrus. This SB feels plump and lower than usual in acidity. Ripe flavors of nectarine, green plum and green herbs remain mildly green on a finish, with just enough acidic support. "
https://www.winemag.com/buying-guide/capture-2018-tradition-sauvignon-blanc-sonoma-county-lake-county/,Carlton Cellars 2017 Estate Sauvignon Blanc (Yamhill-Carlton),Sauvignon Blanc,"This is stainless-steel fermented, opening with a fresh lively nose of legume and pea shoot. Robust in mouthfeel, it has additional flavors of anise, apple and pear, finishing bright and earthy. "
https://www.winemag.com/buying-guide/domaine-tinel-blondelet-2018-genetin-pouilly-fume/,Giesen 2014 The August 1888 Sauvignon Blanc (Marlborough),Sauvignon Blanc,"This young wine shows structure and a strong steely character that is masking the fruit. All will improve as the wine matures, with ripe herbal and citrus flavors shining through the texture. Drink from 2021. "
https://www.winemag.com/buying-guide/saget-la-perriere-2018-lorigine-sauvignon-blanc-blanc-fume-de-pouilly/,Mauritson 2018 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,"This fragrant, ripe wine offers easy apple and spice flavors. Its herbal edge adds zestiness that goes with the minerality to give it texture and aging potential. Drink from 2020. "
https://www.winemag.com/buying-guide/laws-of-nature-2017-sauvignon-blanc-margaret-river/,Silverado 2018 Miller Ranch Estate Grown Sauvignon Blanc (Yountville),Sauvignon Blanc,"This may not be the world's most complex wine, but it is bright and textural and just plain delicious. Bright lemon-lime and pineapple-rind aromas fill the nostrils, while quieter grass and nettle characters come slowly and softly. The mouthfeel is slippery, with bright, crunchy acidity and plenty of fruity goodness. "
https://www.winemag.com/buying-guide/domaine-chatelain-2018-les-cailloux-silex-sancerre/,L'Ecole No. 41 2018 Luminesce Seven Hills Vineyard Estate Grown Sauvignon Blanc-Sémillon (Walla Walla Valley (WA)),Sauvignon Blanc,"The name of the wine says it all, this comes from a vineyard with stony, flinty soil. That's ideal for the mineral texture of this wine with its green fruits, acidity and fresh aftertaste. Drink this wine now. "
https://www.winemag.com/buying-guide/domaine-gueneau-2018-les-terres-blanches-sancerre/,Provenance Vineyards 2018 Sauvignon Blanc (Rutherford),Sauvignon Blanc,"This perfumed wine shines with fruitiness, offering attractive swathes of ripe apple and gooseberry flavors. Lightly textured, the mineral edge gives the wine shape and complexity. Drink from late 2019. "
https://www.winemag.com/buying-guide/stateland-2018-sauvignon-blanc-napa-county/,Wine Cube 2018 Sauvignon Blanc (California),Sauvignon Blanc,"Grassy and richly rounded in pea shoot and fig, this wine is mild in acidity with an intense, steely finish. "
https://www.winemag.com/buying-guide/compagnie-vinicole-de-val-de-loire-2018-le-pre-vaujour-sancerre/,Danza del Sol 2018 Sauvignon Blanc (Temecula Valley),Sauvignon Blanc,This soft wine has green and citrus flavors that are gentle and fresh. A mineral touch accompanies the bright fruitiness. Drink now. 
https://www.winemag.com/buying-guide/joel-gott-2018-sauvignon-blanc-california/,Highway 12 2018 Sauvignon Blanc (Sonoma County),Sauvignon Blanc,"This full-bodied wine is bigger than usual for the varietal, offering very ripe melon aromas, rich flavors and a mouthfilling texture. "
https://www.winemag.com/buying-guide/gard-2017-lawrence-estate-wines-lawrence-vineyards-sauvignon-blanc-columbia-valley-wa/,L'Ecole No. 41 2018 Luminesce Seven Hills Vineyard Estate Grown Sauvignon Blanc-Sémillon (Walla Walla Valley (WA)),Sauvignon Blanc,"Aromas of cantaloupe, kiwi and peach lead to a broad mouthful of tropical fruit flavors that include pineapple, kiwi and papaya. A slightly warm but still mouthwatering finish caps it off. "
https://www.winemag.com/buying-guide/guenoc-2018-sauvignon-blanc-california/,Highway 12 2018 Sauvignon Blanc (Sonoma County),Sauvignon Blanc,"This medium-bodied wine combines zesty, grassy aromas with rich fruit flavors for a well-balanced and appetizing character. It shows plenty of citrus, green apple and gooseberry tones. "
https://www.winemag.com/buying-guide/benziger-2018-sauvignon-blanc-north-coast/,Pope Valley Winery 2018 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"Light to medium bodied, this wine offers delicate fruit and herb aromas, followed by crisp and lightly fruity flavors that hit the target. "
https://www.winemag.com/buying-guide/kellerei-kaltern-caldaro-2017-stern-sauvignon-alto-adige/,Le Vigne di Zamò 2018 Sauvignon (Friuli Colli Orientali),Sauvignon Blanc,"This has a subdued nose that eventually reveals whiffs of exotic fruit and dried aromatic herbs along with a hint of elderberry. Grapefruit and mature apple lead the rounded palate, while a hint of fennel provides backup. "
https://www.winemag.com/buying-guide/kawakawa-2018-sauvignon-blanc-nelson/,Highway 12 2018 Sauvignon Blanc (Sonoma County),Sauvignon Blanc,"From Nelson, a wine region just west of Marlborough at the top of the South Island, this is textbook New Zealand Sauvignon, in all its refreshment and fruitiness. It bursts with citrus, pineapple, grass, florals and a touch of salt. The palate is slippery, dry, crisp and fruity. Knock it back on a warm summer's day. "
https://www.winemag.com/buying-guide/greyrock-2018-reserve-sauvignon-blanc-marlborough/,Pope Valley Winery 2018 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"This clean fruity Sauvignon is a classic combo of tropical and citrus fruits and grass characters, buoyed by crisp acidity and a creamy texture. Uncomplicated but refreshing. "
https://www.winemag.com/buying-guide/paul-dolan-2018-sauvignon-blanc-potter-valley/,Pope Valley Winery 2018 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"Flinty figgy aromas and reserved fig and apple flavors give this full-bodied wine an appealing, rich quality. The wine's initial subtlety is a good thing as it develops slowly in the glass. "
https://www.winemag.com/buying-guide/rombauer-2018-sauvignon-blanc-napa-valley/,Pope Valley Winery 2018 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"Creamy and lush, this is a rich, satisfying white for fans of a more voluptuous style. Flavors lean on peach cobbler, vanilla and brioche. "
https://www.winemag.com/buying-guide/j-hofstatter-2017-oberkerschbaum-sauvignon-alto-adige/,Fallon Place 2015 Nacimento Vineyard Cabernet Sauvignon (Sonoma Valley),Sauvignon Blanc,"Aromas of celery, dried apricot and a whiff of tomato leaf lead the way. The aromas carry over to the lean palate along with grapefruit, graphite and a hint of grilled sage. "
https://www.winemag.com/buying-guide/folktale-2018-sauvignon-blanc-arroyo-seco/,Pope Valley Winery 2018 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"Ripe pear and lemon-skin flavors show on the simple nose of this bottling. Clean flavors of crisp apple and pear flesh meet with wet stone on the palate, which is pleasant and familiar. "
https://www.winemag.com/buying-guide/cantina-produttori-bolzano-2017-mock-sauvignon-alto-adige/,La Tunella 2018 Sauvignon (Friuli Colli Orientali),Sauvignon Blanc,"Fruity aromas of white spring flower, citrus and white stone fruit shape the nose. On the linear palate, crisp acidity accompanies grapefruit, green melon and pineapple along with a hint of dried Alpine herbs. "
https://www.winemag.com/buying-guide/castoro-cellars-2018-sauvignon-blanc-paso-robles/,Pope Valley Winery 2018 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"Fresh and accessible aromas of passion fruit, ripe melon, sweetgrass and wet cement make for a very complete nose on this bottling. The palate is classically crisp, with flavors of gooseberry, lime peels and cut grass, as well as a slightly metallic minerality. "
https://www.winemag.com/buying-guide/wither-hills-2018-sauvignon-blanc-marlborough/,In Situ 2008 Reserva Sauvignon Blanc (Aconcagua Valley),Sauvignon Blanc,"This wine's perfumed yet delicate nose of lime, stone fruit, florals and tomato leaf leads into a palate that is chalky yet slippery, with what feels like a slight bit of residual sugar balanced by zingy acidity and more citrus and floral flavors. "
https://www.winemag.com/buying-guide/kornell-2018-cosmas-sauvignon-alto-adige/,Colutta 2018 Sauvignon (Friuli Colli Orientali),Sauvignon Blanc,"This has aromas of grapefruit and a whiff of tomato leaf. On the racy, somewhat lean palate, crisp acidity accompanies pineapple and a hint of green melon. "
https://www.winemag.com/buying-guide/jax-2018-y3-sauvignon-blanc-napa-valley/,Pope Valley Winery 2018 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"Opening in jalapeño, dried herb and grass, this light-bodied white comes together in the glass to refresh in crisp acidity and lasting steely texture. It was fermented in both concrete and neutral oak. "
https://www.winemag.com/buying-guide/erste-neue-2018-sauvignon-alto-adige/,La Tunella 2018 Sauvignon (Friuli Colli Orientali),Sauvignon Blanc,"This opens with unusual aromas of brimstone, crushed stone and a whiff of bread dough that burn off to reveal white stone fruit and citrus. On the crisp, linear palate, racy acidity frames grapefruit and kiwi before a tangy saline close. "
https://www.winemag.com/buying-guide/framingham-2018-sauvignon-blanc-marlborough/,Pope Valley Winery 2018 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"Framingham's whites always have a strong textural element to them, thanks in part to the use of a little skin maceration and barrel aging in oak and acacia. Straightforward but likable, their latest Sauvignon is a medley of bright grapefruit, pineapple, and grass, and snow pea characters, ensconced in a creamy texture and lifted by crunchy acidity and a long, fruit-filled finish. "
https://www.winemag.com/buying-guide/comartin-2018-zabala-vineyard-sauvignon-blanc-arroyo-seco/,Provenance Vineyards 2018 Sauvignon Blanc (Rutherford),Sauvignon Blanc,"Aromas of cut grass, kelp and lemon rinds show on the nose of this bottling. The palate is loaded with sour citrus flavors, and slightly more complex hints of oregano and nori wrap. "
https://www.winemag.com/buying-guide/airfield-estates-2018-sauvignon-blanc-yakima-valley/,Pope Valley Winery 2018 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"This is a tropical fruit bomb, with aromas of banana, melon, herbs and kiwi. The lightly styled palate brings more of the same, drawing out on the finish. It has a distinctive style. "
https://www.winemag.com/buying-guide/langetwins-2018-woods-01-vineyard-sauvignon-blanc-jahant/,L'Ecole No. 41 2018 Luminesce Seven Hills Vineyard Estate Grown Sauvignon Blanc-Sémillon (Walla Walla Valley (WA)),Sauvignon Blanc,"This is a traditional style of Sauvignon made from the Musque clone and emphasizing unabashed grassy, herbaceous aromas and crisp citrus-like flavors on a nicely acidic texture. It tastes refreshing and food friendly. "
https://www.winemag.com/buying-guide/umathum-2018-sauvignon-blanc-burgenland/,Pope Valley Winery 2018 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"Both passion fruit and notes of freshly cut grass are subtle on the nose, and there also is an edge of nettle. The palate could do with more focus but catches itself on the fresh, vivid finish. "
https://www.winemag.com/buying-guide/novelty-hill-2018-stillwater-creek-vineyard-sauvignon-blanc-columbia-valley-wa/,L'Ecole No. 41 2018 Luminesce Seven Hills Vineyard Estate Grown Sauvignon Blanc-Sémillon (Walla Walla Valley (WA)),Sauvignon Blanc,"Appealing aromas of lemon oil, freshly rubbed herb and fig lead to medium-plus bodied fruit flavors that persist on the finish. The palate brings a sense of heft. A warm finish caps it off. "
https://www.winemag.com/buying-guide/kossler-2018-sauvignon-alto-adige/,Mettler Family Vineyards 2016 Estate Grown Cabernet Sauvignon (Lodi),Sauvignon Blanc,"Elegant and balanced, this lovely white opens with aromas of gooseberry, elderflower, citrus and a whiff of crushed tomato leaf. On the savory palate, crisp acidity supports juicy white grapefruit, green melon and creamy white peach before a tangy close. "
https://www.winemag.com/buying-guide/cantina-valle-isarco-2017-aristos-sauvignon-alto-adige/,Mettler Family Vineyards 2016 Estate Grown Cabernet Sauvignon (Lodi),Sauvignon Blanc,"Dried botanical herb, citrus, tomato vine and dried spring flower aromas form the nose on this alluring white. Savory and elegant, the linear palate delivers grapefruit, ripe honeydew, creamy white peach and a hint of graphite and oyster shell before a tangy finish. "
https://www.winemag.com/buying-guide/yvon-mau-2018-premius-sauvignon-bordeaux-blanc/,Pope Valley Winery 2018 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"Spicy notes from this wine's wood aging balance against rich apricot and nutmeg flavors and a general ripeness. The wine's weight counterpoints the fresh, tangy aftertaste of the Sauvignon Blanc. Drink from late 2019. "
https://www.winemag.com/buying-guide/januik-2018-sagemoor-vineyards-sauvignon-blanc-columbia-valley-wa/,Silverado 2018 Miller Ranch Estate Grown Sauvignon Blanc (Yountville),Sauvignon Blanc,"The aromas are subdued, with notes of lemon zest, sweet herbs, fig and tropical fruit. Juicy, sweet, full-feeling tropical fruit flavors follow. It's a somewhat riper style of the variety that delivers. "
https://www.winemag.com/buying-guide/clos-henri-2017-sauvignon-blanc-marlborough/,Silverado 2018 Miller Ranch Estate Grown Sauvignon Blanc (Yountville),Sauvignon Blanc,"In line with this biodynamic winery's attempts to reflect site and vintage as truly as possible, the 2017 Sauvignon is clearly from a cool year. Medium-gold in hue, the restrained nose is a quiet medley of citrus, tomato leaf, flint, salted nuts and toast, thanks to barrel maturation for a portion of the fruit. The palate is highly textural. There's very little fruit here (for a brighter, more approachable SB this vintage, try this producer's Petit Clos wine), and the finish feels like biting into a grape seed. But balance and complexity promises more interest in the coming years. Drink 2020–2025. "
https://www.winemag.com/buying-guide/tiefenbrunner-2017-turmhoff-sauvignon-alto-adige/,Jermann 2017 Sauvignon Blanc (Venezia Giulia),Sauvignon Blanc,"Alluring aromas of grilled herbs, dried pineapple slices, tomato leaves and graphite form the nose. On the linear, savory palate, tangy acidity balances grapefruit, green melon and dried apricot before a saline finish. "
https://www.winemag.com/buying-guide/black-stallion-2018-sauvignon-blanc-napa-valley/,Jules Taylor 2018 OTQ Single Vineyard Sauvignon Blanc (Marlborough),Sauvignon Blanc,"Steely and floral on the nose, this wine opens into a lush, textured palate driven by fruit. Lemon and peach flavors are complemented by flecks of wet stone and flint, finishing dry and delicious. "
https://www.winemag.com/buying-guide/rodney-strong-2018-charlottes-home-sauvignon-blanc-sonoma-county/,L'Ecole No. 41 2018 Luminesce Seven Hills Vineyard Estate Grown Sauvignon Blanc-Sémillon (Walla Walla Valley (WA)),Sauvignon Blanc,"This crisp white is steely and bright in acidity. A core of pear, fig and mint shows a creaminess on the midpalate that remains balanced and fruit forward through the finish. "
https://www.winemag.com/buying-guide/kokomo-2018-timber-crest-vineyard-sauvignon-blanc-dry-creek-valley/,Silverado 2018 Miller Ranch Estate Grown Sauvignon Blanc (Yountville),Sauvignon Blanc,"Grassy fresh and bubbling in acidity, this light-bodied, lightly ripe white is dazzling in lime and grapefruit, with a tease of peach skin. It's an enjoyable varietal wine that shows restraint and grace. "
https://www.winemag.com/buying-guide/gainey-2018-limited-selection-sauvignon-blanc-santa-ynez-valley/,Silverado 2018 Miller Ranch Estate Grown Sauvignon Blanc (Yountville),Sauvignon Blanc,"Crisp aromas of honeysuckle, lemon, peach and fresh lime are clean and inviting on the nose of this bottling. The sip combines a tense texture with ripe peach flavors that are held back by lemongrass and sour lime-skin touches. "
https://www.winemag.com/buying-guide/hannes-sabathi-2018-sauvignon-blanc-sudsteiermark/,Silverado 2018 Miller Ranch Estate Grown Sauvignon Blanc (Yountville),Sauvignon Blanc,"Passion fruit and freshly cut grass on the nose suggest dewy, greenish freshness. The palate projects these fruity and tart notions on a very slender, juicy, easy and bright palate, full of citrus zing. The finish is dry and appetizing. "
https://www.winemag.com/buying-guide/mt-beautiful-2018-sauvignon-blanc-north-canterbury/,L'Ecole No. 41 2018 Luminesce Seven Hills Vineyard Estate Grown Sauvignon Blanc-Sémillon (Walla Walla Valley (WA)),Sauvignon Blanc,"Medium-gold in color, this North Canterbury Sauvignon leads with a heady nose of guava, lychee, and pineapple, with soft aromas of grass and tomato leaf. There's a nice play on the palate between texture and prickly acidity, with plenty of tropical fruit and a long finish. It makes for an apt pairing with summery cuisine. "
https://www.winemag.com/buying-guide/delta-2018-sauvignon-blanc-california/,Pope Valley Winery 2018 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"With the goal of making wines for environmental change, owners Matthew and Alexis Iaconis donate $1 of every bottle of Delta sold to environmental groups that reduce carbon emissions and protect the ocean. This white is crisp and fresh—a delicious quaff of fig, peach and lemon rind, with a compelling, stony mineral edge, fermented entirely in stainless steel. "
https://www.winemag.com/buying-guide/clos-henri-2018-petit-clos-sauvignon-blanc-marlborough/,L'Ecole No. 41 2018 Luminesce Seven Hills Vineyard Estate Grown Sauvignon Blanc-Sémillon (Walla Walla Valley (WA)),Sauvignon Blanc,"Pale-gold in color, this Sauvignon is less brightly fruited and more vegetal than in previous years, but still offers an attractive nose of gooseberries, lime leaf, tangerine, grass and florals. The palate is well balanced, with a viscous texture that's cut through by pristine acidity and tangy fruit—a refreshing and textural drop at an affordable price. "
https://www.winemag.com/buying-guide/b-r-cohn-2018-sauvignon-blanc-sonoma-county/,Pope Valley Winery 2018 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"Fresh and fruity, this is a light-bodied white that displays a lasting sense of crisp acidity. Flavors of ripe fig, pear and melon meld with a lasting tease of freshly squeezed lemon. "
https://www.winemag.com/buying-guide/bold-2018-zabala-sauvignon-blanc-arroyo-seco/,Mauritson 2018 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,"Strong grassy aromas meet with a softer hint of white flowers on the nose of this single-vineyard expression. The palate's strong grip delivers Sancerre-like flavors of crisp lime, lime leaf and more cut grass. "
https://www.winemag.com/buying-guide/cantina-produttori-san-michele-appiano-2018-lahn-sauvignon-alto-adige/,Mauritson 2018 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,"This needs a few swirls of the glass before releasing aromas of white spring blossom and citrus. The linear, focused palate shows grapefruit, peach and crushed tomato vine framed in crisp acidity. "
https://www.winemag.com/buying-guide/dogwood-thistle-2018-mariah-vineyard-sauvignon-blanc-mendocino-ridge/,Mauritson 2018 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,"Vivid grassy minerally aromas and nicely concentrated flavors give this medium-bodied wine a lot of depth and it shows a great, tangy balance to go with it. Crisp apple, dried thyme and lemon zest wake up the palate, backed by nervy acidity. "
https://www.winemag.com/buying-guide/cantina-produttori-cortaccia-2017-kofl-sauvignon-alto-adige/,Mauritson 2018 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,"Intriguing aromas of grapefruit, graphite and botanical herbs follow over to the savory, vibrant palate along with apricot, tropical fruit and a hint of lemon drop. Bright acidity follows through to the dry, tangy finish. "
https://www.winemag.com/buying-guide/langetwins-2018-estate-grown-musque-clone-sauvignon-blanc-lodi/,Pope Valley Winery 2018 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"A generous fruitiness is wound up tightly in this tangy, concentrated and well-balanced wine. It leads with vibrant citrus and gooseberry aromas, followed by tight fruit flavors that expand on the palate and linger nicely on the finish. "
https://www.winemag.com/buying-guide/kori-2018-griva-vineyard-sauvignon-blanc-arroyo-seco/,Mauritson 2018 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,"Dried hay, bags of lawn clippings, green mango, white pepper and green bell pepper show on the very complex nose of this bottling. The bell pepper flavors are prominent on the sip, where pasilla chile elements meet with warm peaches. "
https://www.winemag.com/buying-guide/happy-canyon-vineyard-2018-piocho-sauvignon-blanc-happy-canyon-of-santa-barbara/,Mauritson 2018 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,"Crisp aromas of lime skin and chilled green-apple flesh are quite sharp on the nose of this bottling, which includes 10% Sémillon. There is great snap to the sip, where fresh acidity and a compelling texture deliver flavors of apple peel, lime juice and white pepper. "
https://www.winemag.com/buying-guide/tamber-bey-2018-lizzys-vineyard-sauvignon-blanc-oakville/,Jermann 2018 Sauvignon Blanc (Venezia Giulia),Sauvignon Blanc,"Fresh and clear in focused acidity, this vineyard-designated white is a bouquet of lovely fruit and flowers, from peach and squeezed Meyer lemon to jasmine. Stony texture adds a mineral component that's irresistible in appeal. "
https://www.winemag.com/buying-guide/st-pauls-2018-gfill-sauvignon-alto-adige/,Mauritson 2018 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,"Spring flower, yellow stone fruit and a whiff of crushed Alpine herbs shape the delicate nose. Racy and linear, the vibrant palate delivers grapefruit, apricot and thyme, while crisp acidity keeps it balanced. "
https://www.winemag.com/buying-guide/castelfeder-2016-burgum-novum-riserva-sauvignon-alto-adige/,Level 3 2016 Driven Red (Paso Robles),Sauvignon Blanc,"Crushed tomato vine, tropical fruit and toasted nut aromas lead the nose. The linear palate is a bit more subdued, offering mature grapefruit, dried apricot, grilled herbs and tangy minerality before a hazelnut finish. "
https://www.winemag.com/buying-guide/tement-2017-ehrenhausen-muschelkalk-sauvignon-blanc-sudsteiermark/,Mauritson 2018 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,"Mirabelle plum on the nose has an edge of flinty smoke and green fern. The concentrated palate is an interplay of the rounded ripeness of the stone fruit and the stony, fresh tartness of citrus. The result is full-flavored, animated juiciness on a light but expressive body. Lovely now but will evolve. Drink 2020–2025. "
https://www.winemag.com/buying-guide/sattlerhof-2018-sauvignon-blanc-sudsteiermark/,Mauritson 2018 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,"Subtle notes of both pale and very ripe lemon zest on the nose have the slightest edge of cut grass. The palate is equally subtle and adds complex yeasty notes to the slender midpalate, providing depth and nuance. There is also a creaminess to counteract the varietal tartness. Lovely counter poles. The finish is long and aromatic with citrus and grass. "
https://www.winemag.com/buying-guide/daou-2018-sauvignon-blanc-paso-robles/,L'Ecole No. 41 2018 Luminesce Seven Hills Vineyard Estate Grown Sauvignon Blanc-Sémillon (Walla Walla Valley (WA)),Sauvignon Blanc,"The first vintage of Sauvignon Blanc from this producer is a complex and lively white wine to balance their rich red portfolio. Aromas of jalapeño, green herbs and wet cement meet with nectarine on the nose, while the zesty palate combines bell pepper, lime peel, peach and tropical fruit. "
https://www.winemag.com/buying-guide/kornell-2017-oberberg-sauvignon-alto-adige/,Jermann 2018 Sauvignon Blanc (Venezia Giulia),Sauvignon Blanc,"Aromas of exotic fruit, citrus and crushed tomato vine take center stage. It's crisp and savory, offering grapefruit, green melon, dried herbs and a savory saline note before a dry finish. Crisp acidity keeps it balanced. "
https://www.winemag.com/buying-guide/cantina-produttori-san-michele-appiano-2017-sanct-valentin-sauvignon-alto-adige/,Di Costanzo 2016 Farella Vineyard Cabernet Sauvignon (Coombsville),Sauvignon Blanc,"Aromas of pressed spring flower and exotic fruit are front and center. On the full-bodied palate, you'll find grapefruit, dried pineapple, mature green melon and graphite alongside a hint of fennel and the warmth of evident alcohol. "
https://www.winemag.com/buying-guide/round-pond-2018-estate-sauvignon-blanc-rutherford/,Mauritson 2018 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,"This is 100% stainless-steel fermented, which shows in the fresh, lively acidity that's front and center. Flinty wet-stone accents give it a bit of texture as bold flavors of lemon and mango linger on the medium-bodied palate. "
https://www.winemag.com/buying-guide/stolo-2018-sauvignon-blanc-san-luis-obispo-county/,Mauritson 2018 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,"Soft and subtle tones of green apple and passion fruit are enhanced by a hint of jalapeño spice on the nose of this bottling. There is a fascinating stony quality to the sip, where wet cement flavors combine with passion fruit and lime-laced tonic water. "
https://www.winemag.com/buying-guide/sutro-2018-sauvignon-blanc-sonoma-county/,Mauritson 2018 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,"A small-production white out of Alexander Valley, this was tank-fermented and made to capture lovely aromatics of jasmine and stone. Peach and melon flavors accent a juicy core of succulence on the midpalate, which is creamy in texture. It lingers in mineral. "
https://www.winemag.com/buying-guide/sattlerhof-2016-kranachberg-sauvignon-blanc-sudsteiermark/,Kenzo Estate 2018 Asatsuyu Estate Bottled Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"Flinty reduction on the nose suffuses grassy freshness with passion fruit's tart ripeness. The palate majors on that passion fruit on the still smoky but light, slender, expressive palate. The mix of grass, fruit, smoke, stone and zest is wonderfully moreish. Lovely now but will evolve. Drink 2020–2030. "
https://www.winemag.com/buying-guide/tement-2018-gutswein-sauvignon-blanc-sudsteiermark/,Silverado 2018 Miller Ranch Estate Grown Sauvignon Blanc (Yountville),Sauvignon Blanc,"The nose is rather subtle and gives just a little grass with a flinty, smoky smudge of reduction. The palate is light and carries hints of lime, cut grass and more of that smoke before passion fruit adds a little roundness. A slender, refreshing and full-flavored wine. "
https://www.winemag.com/buying-guide/massican-2018-sauvignon-blanc-napa-valley/,Jermann 2018 Sauvignon Blanc (Venezia Giulia),Sauvignon Blanc,"For his own label, Larkmead winemaker Dan Petroski looks to northern Italy for inspiration, sourcing from Napa Valley vineyards he admires (ones with the warmest days and coolest nights) to produce this 100% varietal beauty. Robustly fruity and flinty, it shows apricot, lemongrass, wet stone and wraparound acidity that buzzes in freshness. "
https://www.winemag.com/buying-guide/wohlmuth-2017-ried-edelschuh-sauvignon-blanc-sudsteiermark/,Henri Bourgeois 2016 Jadis  (Sancerre),Sauvignon Blanc,"Subtle aromatics evoke stone and lime at first but then fill with more tropical notions of ripe passion fruit. The palate beds this aromatic passion fruit on cushions of soft, yeasty, creamy texture that is spiked with lime freshness. An exciting prospect. The finish is dry, long, textured and totally aromatic. Drink 2020–2030. "
https://www.winemag.com/buying-guide/moraga-2017-bel-air-sauvignon-blanc-california/,Château de Tracy 2008 Haute Densité  (Pouilly-Fumé),Sauvignon Blanc,"This is a rich style of Sauvignon Blanc from a property owned by Rupert Murdoch in the hills of Bel Air. Golden in the glass, it begins with lush aromas of white peach, mango, toasted almond, white flowers and toasted marshmallow. The palate opens with a flash of acidity followed by smooth waves of honey-dusted nectarine and seared stone fruit, finishing with hazelnut cream. "
https://www.winemag.com/buying-guide/bartho-eksteen-2018-cape-winemakers-guild-vloekskoot-wooded-sauvignon-blanc-upper-hemel-en-aarde-valley/,Arietta 2017 On the White Keys White (Sonoma-Napa),Sauvignon Blanc,"Winemaker: Bartho Eksteen. Green plum, fynbos, bell pepper and onion grass form the nose of this vegetal, green-leaning white. The palate is light and bright, with tart lime and gooseberry flavors that are partnered with vibrant, searing acidity and additional glimmers of mach, green-plum skin and bitter melon rind. The finish is crisp and mouthwatering, with a lot of verve throughout. "
https://www.winemag.com/buying-guide/kestrel-2018-falcon-series-estate-sauvignon-blanc-yakima-valley/,Skagit 2018 Sauvignon Blanc (Lake Chelan),Sauvignon Blanc,"This variety's reductive side shows strongly here, taking over on the aromas. Medium-bodied fruit flavors follow, with strong vanilla accents. The flavors seem washed out and the oak prominent. "
https://www.winemag.com/buying-guide/de-grendel-2019-cape-winemakers-guild-wooded-sauvignon-blanc-darling/,Arietta 2017 On the White Keys White (Sonoma-Napa),Sauvignon Blanc,"Winemaker: Charles Hopkins. There's a pronounced green, herbal note right upfront on the nose of this wine, offering some serious pyrazine character. Green plum and lime leaf lead the aromas and carry through to the medium-weight palate. There's nice body to the mouthfeel, with a subtle creaminess to the midpalate that's then refreshed by bright acidity and a pithy, green-plum skin and lime pith character that floods the finish. Fresh fynbos and herbs, like celery root, parsley and mache, linger long on the close. "
https://www.winemag.com/buying-guide/wohlmuth-2017-ried-hochsteinriegl-sauvignon-blanc-sudsteiermark/,Ata Rangi 2016 Pinot Noir (Martinborough),Sauvignon Blanc,"Subtle elderflower, fern and grass on the nose attain an incredibly rounded richness on the palate. The green tartness is plumped out with Mirabelle plum ripeness and buffered by a rich, creamy texture while a sparky streak of lemon zest keeps everything focused. Texture, fruit and freshness combine in a most winning fashion. Drink 2020–2030. "
https://www.winemag.com/buying-guide/maxville-2017-big-max-sauvignon-blanc-napa-valley/,Duckhorn 2018 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"This is a grassy and intensely herbal white wine, with an imprint of reductive oak and quite ripe personality. "
